,tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori,Jakarta,kualitas_udara
8813,14/11/2020,5,50.0,24.0,14.0,135.0,6.0,135.0,CO,TIDAK SEHAT,Jakarta Barat,1
8814,15/11/2020,5,47.0,25.0,11.0,55.0,7.0,55.0,CO,SEDANG,Jakarta Barat,2
8815,16/11/2020,5,43.0,27.0,9.0,64.0,8.0,64.0,CO,SEDANG,Jakarta Barat,2
8816,17/11/2020,5,58.0,24.0,14.0,78.0,7.0,78.0,CO,SEDANG,Jakarta Barat,2
8817,18/11/2020,5,55.0,25.0,11.0,104.0,6.0,104.0,CO,TIDAK SEHAT,Jakarta Barat,1
8818,19/11/2020,5,59.0,24.0,22.0,115.0,11.0,115.0,CO,TIDAK SEHAT,Jakarta Barat,1
8819,20/11/2020,5,49.0,28.0,8.0,55.0,7.0,55.0,CO,SEDANG,Jakarta Barat,2
8820,21/11/2020,5,55.0,24.0,22.0,60.0,8.0,60.0,CO,SEDANG,Jakarta Barat,2
8821,22/11/2020,5,51.0,23.0,21.0,50.0,8.0,51.0,PM10,SEDANG,Jakarta Barat,2
8822,23/11/2020,5,61.0,32.0,19.0,69.0,9.0,69.0,CO,SEDANG,Jakarta Barat,2
8823,24/11/2020,5,36.0,25.0,9.0,71.0,4.0,71.0,CO,SEDANG,Jakarta Barat,2
8824,25/11/2020,5,30.0,24.0,12.0,49.0,10.0,49.0,CO,BAIK,Jakarta Barat,3
8825,26/11/2020,5,37.0,27.0,14.0,66.0,10.0,66.0,CO,SEDANG,Jakarta Barat,2
8826,27/11/2020,5,33.0,25.0,6.0,50.0,4.0,50.0,CO,BAIK,Jakarta Barat,3
8827,28/11/2020,5,36.0,27.0,11.0,84.0,9.0,84.0,CO,SEDANG,Jakarta Barat,2
8828,29/11/2020,5,30.0,23.0,8.0,29.0,3.0,30.0,PM10,BAIK,Jakarta Barat,3
8829,30/11/2020,5,13.0,23.0,4.0,30.0,2.0,30.0,CO,BAIK,Jakarta Barat,3
8830,2020-12-01,1,22.0,17.0,4.0,19.0,8.0,26.0,PM25,BAIK,Jakarta_Pusat,3
8831,2020-12-02,1,25.0,18.0,4.0,28.0,7.0,48.0,PM25,BAIK,Jakarta_Pusat,3
8832,2020-12-03,1,29.0,19.0,8.0,48.0,14.0,48.0,O3,BAIK,Jakarta_Pusat,3
8833,2020-12-04,1,39.0,29.0,8.0,52.0,17.0,58.0,PM25,SEDANG,Jakarta_Pusat,2
8834,2020-12-05,1,28.0,22.0,7.0,34.0,11.0,34.0,O3,BAIK,Jakarta_Pusat,3
8835,2020-12-06,1,31.0,22.0,7.0,30.0,9.0,50.0,PM25,BAIK,Jakarta_Pusat,3
8836,2020-12-07,1,25.0,22.0,6.0,18.0,9.0,31.0,PM25,BAIK,Jakarta_Pusat,3
8837,2020-12-08,1,36.0,31.0,8.0,23.0,8.0,52.0,PM25,SEDANG,Jakarta_Pusat,2
8838,2020-12-09,1,32.0,22.0,5.0,25.0,8.0,46.0,PM25,BAIK,Jakarta_Pusat,3
8839,2020-12-10,1,32.0,30.0,4.0,25.0,7.0,48.0,PM25,BAIK,Jakarta_Pusat,3
8840,2020-12-11,1,32.0,24.0,9.0,21.0,12.0,49.0,PM25,BAIK,Jakarta_Pusat,3
8841,2020-12-12,1,23.0,19.0,6.0,29.0,10.0,33.0,PM25,BAIK,Jakarta_Pusat,3
8842,2020-12-13,1,29.0,20.0,5.0,29.0,6.0,41.0,PM25,BAIK,Jakarta_Pusat,3
8843,2020-12-14,1,25.0,18.0,4.0,29.0,9.0,32.0,PM25,BAIK,Jakarta_Pusat,3
8844,2020-12-15,1,26.0,18.0,6.0,24.0,8.0,34.0,PM25,BAIK,Jakarta_Pusat,3
8845,2020-12-16,1,21.0,17.0,5.0,19.0,7.0,35.0,PM25,BAIK,Jakarta_Pusat,3
8846,2020-12-17,1,24.0,21.0,5.0,30.0,7.0,37.0,PM25,BAIK,Jakarta_Pusat,3
8847,2020-12-18,1,25.0,19.0,5.0,25.0,8.0,34.0,PM25,BAIK,Jakarta_Pusat,3
8848,2020-12-19,1,27.0,19.0,6.0,24.0,9.0,49.0,PM25,BAIK,Jakarta_Pusat,3
8849,2020-12-20,1,37.0,20.0,9.0,19.0,8.0,49.0,PM25,BAIK,Jakarta_Pusat,3
8850,2020-12-21,1,17.0,17.0,4.0,14.0,5.0,20.0,PM25,BAIK,Jakarta_Pusat,3
8851,2020-12-22,1,23.0,19.0,6.0,16.0,10.0,39.0,PM25,BAIK,Jakarta_Pusat,3
8852,2020-12-23,1,43.0,26.0,16.0,26.0,13.0,62.0,PM25,SEDANG,Jakarta_Pusat,2
8853,2020-12-24,1,40.0,26.0,8.0,31.0,8.0,62.0,PM25,SEDANG,Jakarta_Pusat,2
8854,2020-12-25,1,23.0,23.0,4.0,25.0,5.0,38.0,PM25,BAIK,Jakarta_Pusat,3
8855,2020-12-26,1,23.0,26.0,3.0,30.0,6.0,35.0,PM25,BAIK,Jakarta_Pusat,3
8856,2020-12-27,1,24.0,26.0,5.0,35.0,5.0,44.0,PM25,BAIK,Jakarta_Pusat,3
8857,2020-12-28,1,26.0,27.0,4.0,33.0,8.0,44.0,PM25,BAIK,Jakarta_Pusat,3
8858,2020-12-29,1,21.0,23.0,5.0,28.0,6.0,28.0,O3,BAIK,Jakarta_Pusat,3
8859,2020-12-30,1,19.0,22.0,4.0,25.0,7.0,30.0,PM25,BAIK,Jakarta_Pusat,3
8860,2020-12-31,1,26.0,25.0,8.0,29.0,10.0,39.0,PM25,BAIK,Jakarta_Pusat,3
8861,2020-12-01,2,22.0,20.0,5.0,45.0,4.0,45.0,O3,BAIK,Jakarta_Utara,3
8862,2020-12-02,2,32.0,21.0,6.0,48.0,13.0,53.0,PM25,SEDANG,Jakarta_Utara,2
8863,2020-12-03,2,32.0,20.0,9.0,68.0,18.0,68.0,O3,SEDANG,Jakarta_Utara,2
8864,2020-12-04,2,41.0,23.0,9.0,45.0,20.0,57.0,PM25,SEDANG,Jakarta_Utara,2
8865,2020-12-05,2,31.0,22.0,8.0,34.0,12.0,41.0,PM25,BAIK,Jakarta_Utara,3
8866,2020-12-06,2,35.0,23.0,8.0,34.0,7.0,52.0,PM25,SEDANG,Jakarta_Utara,2
8867,2020-12-07,2,23.0,22.0,6.0,38.0,8.0,38.0,O3,BAIK,Jakarta_Utara,3
8868,2020-12-08,2,35.0,24.0,11.0,39.0,8.0,44.0,PM25,BAIK,Jakarta_Utara,3
8869,2020-12-09,2,34.0,22.0,5.0,42.0,5.0,44.0,PM25,BAIK,Jakarta_Utara,3
8870,2020-12-10,2,33.0,26.0,4.0,32.0,15.0,33.0,PM10,BAIK,Jakarta_Utara,3
8871,2020-12-11,2,30.0,26.0,8.0,43.0,13.0,43.0,O3,BAIK,Jakarta_Utara,3
8872,2020-12-12,2,23.0,21.0,7.0,46.0,13.0,46.0,O3,BAIK,Jakarta_Utara,3
8873,2020-12-13,2,29.0,23.0,7.0,40.0,12.0,46.0,PM25,BAIK,Jakarta_Utara,3
8874,2020-12-14,2,27.0,22.0,7.0,54.0,9.0,54.0,O3,SEDANG,Jakarta_Utara,2
8875,2020-12-15,2,28.0,21.0,7.0,47.0,6.0,50.0,PM25,BAIK,Jakarta_Utara,3
8876,2020-12-16,2,25.0,21.0,7.0,43.0,6.0,43.0,O3,BAIK,Jakarta_Utara,3
8877,2020-12-17,2,25.0,22.0,6.0,45.0,14.0,46.0,PM25,BAIK,Jakarta_Utara,3
8878,2020-12-18,2,26.0,22.0,5.0,46.0,5.0,46.0,O3,BAIK,Jakarta_Utara,3
8879,2020-12-19,2,28.0,22.0,6.0,39.0,6.0,48.0,PM25,BAIK,Jakarta_Utara,3
8880,2020-12-20,2,38.0,23.0,8.0,39.0,6.0,55.0,PM25,SEDANG,Jakarta_Utara,2
8881,2020-12-21,2,14.0,21.0,5.0,33.0,4.0,33.0,O3,BAIK,Jakarta_Utara,3
8882,2020-12-22,2,23.0,22.0,7.0,45.0,13.0,46.0,PM25,BAIK,Jakarta_Utara,3
8883,2020-12-23,2,42.0,22.0,11.0,53.0,13.0,59.0,PM25,SEDANG,Jakarta_Utara,2
8884,2020-12-24,2,49.0,28.0,9.0,62.0,11.0,63.0,PM25,SEDANG,Jakarta_Utara,2
8885,2020-12-25,2,24.0,21.0,6.0,31.0,4.0,38.0,PM25,BAIK,Jakarta_Utara,3
8886,2020-12-26,2,20.0,22.0,5.0,46.0,3.0,46.0,O3,BAIK,Jakarta_Utara,3
8887,2020-12-27,2,22.0,23.0,5.0,33.0,8.0,39.0,PM25,BAIK,Jakarta_Utara,3
8888,2020-12-28,2,27.0,23.0,4.0,42.0,17.0,44.0,PM25,BAIK,Jakarta_Utara,3
8889,2020-12-29,2,26.0,23.0,4.0,45.0,19.0,45.0,PM25,BAIK,Jakarta_Utara,3
8890,2020-12-30,2,25.0,23.682984790874524,6.0,54.0,4.0,54.0,O3,SEDANG,Jakarta_Utara,2
8891,2020-12-31,2,33.0,16.0,11.0,64.0,9.0,64.0,O3,SEDANG,Jakarta_Utara,2
8892,2020-12-01,3,47.0,43.0,15.0,17.0,5.0,75.0,PM25,SEDANG,Jakarta_Selatan,2
8893,2020-12-02,3,51.0,43.0,7.0,27.0,4.0,72.0,PM25,SEDANG,Jakarta_Selatan,2
8894,2020-12-03,3,42.0,43.0,11.0,28.0,6.0,54.0,PM25,SEDANG,Jakarta_Selatan,2
8895,2020-12-04,3,46.0,50.0,6.0,30.0,8.0,64.0,PM25,SEDANG,Jakarta_Selatan,2
8896,2020-12-05,3,31.0,46.0,4.0,24.0,2.0,46.0,SO2,BAIK,Jakarta_Selatan,3
8897,2020-12-06,3,33.0,46.0,4.0,14.0,3.0,46.0,SO2,BAIK,Jakarta_Selatan,3
8898,2020-12-07,3,22.0,44.0,6.0,20.0,1.0,44.0,SO2,BAIK,Jakarta_Selatan,3
8899,2020-12-08,3,37.0,44.0,7.0,16.0,3.0,44.0,SO2,BAIK,Jakarta_Selatan,3
8900,2020-12-09,3,31.0,44.0,7.0,16.0,10.0,44.0,SO2,BAIK,Jakarta_Selatan,3
8901,2020-12-10,3,29.0,46.0,5.0,27.0,4.0,46.0,SO2,BAIK,Jakarta_Selatan,3
8902,2020-12-11,3,34.0,51.0,12.0,38.0,5.0,55.0,PM25,SEDANG,Jakarta_Selatan,2
8903,2020-12-12,3,38.0,51.0,7.0,23.0,6.0,51.0,PM25,SEDANG,Jakarta_Selatan,2
8906,2020-12-15,3,45.0,23.682984790874524,16.0,59.33919741346519,5.0,75.0,PM25,SEDANG,Jakarta_Selatan,2
8907,2020-12-16,3,32.0,23.682984790874524,13.0,12.0,5.0,56.0,PM25,SEDANG,Jakarta_Selatan,2
8908,2020-12-17,3,28.0,23.682984790874524,16.0,31.0,6.0,45.0,PM25,BAIK,Jakarta_Selatan,3
8909,2020-12-18,3,32.0,23.682984790874524,10.0,36.0,2.0,36.0,O3,BAIK,Jakarta_Selatan,3
8910,2020-12-19,3,39.0,23.682984790874524,12.0,33.0,3.0,53.0,PM25,SEDANG,Jakarta_Selatan,2
8911,2020-12-20,3,36.0,23.682984790874524,13.0,36.0,3.0,36.0,PM10,BAIK,Jakarta_Selatan,3
8912,2020-12-21,3,25.0,23.682984790874524,12.0,27.0,5.0,27.0,O3,BAIK,Jakarta_Selatan,3
8913,2020-12-22,3,40.0,24.0,10.0,20.0,3.0,61.0,PM25,SEDANG,Jakarta_Selatan,2
8914,2020-12-23,3,68.0,15.0,25.0,29.0,5.0,106.0,PM25,TIDAK SEHAT,Jakarta_Selatan,1
8915,2020-12-24,3,52.0,16.0,9.0,42.0,6.0,69.0,PM25,SEDANG,Jakarta_Selatan,2
8916,2020-12-25,3,39.0,14.0,7.0,28.0,3.0,53.0,PM25,SEDANG,Jakarta_Selatan,2
8917,2020-12-26,3,37.0,13.0,5.0,27.0,2.0,52.0,PM25,SEDANG,Jakarta_Selatan,2
8918,2020-12-27,3,44.0,15.0,8.0,48.0,4.0,59.0,PM25,SEDANG,Jakarta_Selatan,2
8919,2020-12-28,3,45.0,14.0,12.0,53.0,4.0,57.0,PM25,SEDANG,Jakarta_Selatan,2
8920,2020-12-29,3,25.0,13.0,4.0,21.0,2.0,25.0,PM10,BAIK,Jakarta_Selatan,3
8921,2020-12-30,3,39.0,13.0,6.0,18.0,3.0,39.0,PM10,BAIK,Jakarta_Selatan,3
8922,2020-12-31,3,41.0,10.0,9.0,24.0,27.0,41.0,PM10,BAIK,Jakarta_Selatan,3
8923,2020-12-01,4,29.0,40.0,13.0,20.0,4.0,40.0,PM25,BAIK,Jakarta Timur,3
8924,2020-12-02,4,38.0,40.0,10.0,41.0,6.0,41.0,CO,BAIK,Jakarta Timur,3
8925,2020-12-03,4,31.0,41.0,10.0,47.0,6.0,47.0,CO,BAIK,Jakarta Timur,3
8926,2020-12-04,4,40.0,45.0,10.0,54.0,7.0,54.0,CO,SEDANG,Jakarta Timur,2
8927,2020-12-05,4,28.0,42.0,7.0,23.0,3.0,42.0,PM25,BAIK,Jakarta Timur,3
8928,2020-12-06,4,31.0,41.0,9.0,25.0,4.0,41.0,PM25,BAIK,Jakarta Timur,3
8929,2020-12-07,4,23.0,42.0,8.0,34.0,3.0,42.0,PM25,BAIK,Jakarta Timur,3
8930,2020-12-08,4,31.0,42.0,13.0,34.0,4.0,42.0,PM25,BAIK,Jakarta Timur,3
8931,2020-12-09,4,27.0,41.0,6.0,28.0,2.0,41.0,PM25,BAIK,Jakarta Timur,3
8932,2020-12-10,4,29.0,43.0,6.0,36.0,3.0,43.0,PM25,BAIK,Jakarta Timur,3
8933,2020-12-11,4,36.0,43.0,12.0,35.0,6.0,43.0,PM25,BAIK,Jakarta Timur,3
8934,2020-12-12,4,33.0,42.0,10.0,25.0,5.0,42.0,PM25,BAIK,Jakarta Timur,3
8935,2020-12-13,4,29.0,43.0,6.0,30.0,4.0,43.0,PM25,BAIK,Jakarta Timur,3
8936,2020-12-14,4,27.0,42.0,10.0,29.0,5.0,42.0,PM25,BAIK,Jakarta Timur,3
8937,2020-12-15,4,36.0,41.0,11.0,22.0,6.0,41.0,PM25,BAIK,Jakarta Timur,3
8938,2020-12-16,4,25.0,41.0,8.0,20.0,4.0,41.0,PM25,BAIK,Jakarta Timur,3
8939,2020-12-17,4,29.0,43.0,9.0,22.0,4.0,43.0,PM25,BAIK,Jakarta Timur,3
8940,2020-12-18,4,25.0,42.0,5.0,30.0,3.0,42.0,PM25,BAIK,Jakarta Timur,3
8941,2020-12-19,4,29.0,42.0,7.0,24.0,3.0,42.0,PM25,BAIK,Jakarta Timur,3
8942,2020-12-20,4,28.0,42.0,9.0,25.0,3.0,42.0,PM25,BAIK,Jakarta Timur,3
8943,2020-12-21,4,16.0,41.0,6.0,15.0,3.0,41.0,PM25,BAIK,Jakarta Timur,3
8944,2020-12-22,4,27.0,40.0,10.0,29.0,3.0,40.0,PM25,BAIK,Jakarta Timur,3
8945,2020-12-23,4,56.0,34.0,18.0,43.0,7.0,56.0,PM10,SEDANG,Jakarta Timur,2
8946,2020-12-24,4,51.0,36.0,11.0,38.0,7.0,51.0,PM10,SEDANG,Jakarta Timur,2
8947,2020-12-25,4,25.0,34.0,10.0,34.0,4.0,34.0,PM25,BAIK,Jakarta Timur,3
8948,2020-12-26,4,25.0,34.0,7.0,33.0,3.0,34.0,PM25,BAIK,Jakarta Timur,3
8949,2020-12-27,4,30.0,35.0,10.0,44.0,4.0,44.0,CO,BAIK,Jakarta Timur,3
8950,2020-12-28,4,29.0,34.0,9.0,31.0,3.0,34.0,PM25,BAIK,Jakarta Timur,3
8951,2020-12-29,4,21.0,34.0,5.0,20.0,2.0,34.0,PM25,BAIK,Jakarta Timur,3
8952,2020-12-30,4,26.0,34.0,6.0,15.0,3.0,34.0,PM25,BAIK,Jakarta Timur,3
8953,2020-12-31,4,28.0,36.0,10.0,27.0,3.0,36.0,PM25,BAIK,Jakarta Timur,3
8954,2020-12-01,5,13.0,23.0,4.0,28.0,10.0,28.0,CO,BAIK,Jakarta Barat,3
8955,2020-12-02,5,23.0,26.0,5.0,46.0,3.0,46.0,CO,BAIK,Jakarta Barat,3
8956,2020-12-03,5,25.0,28.0,7.0,67.0,4.0,67.0,CO,SEDANG,Jakarta Barat,2
8957,2020-12-04,5,34.0,37.0,8.0,56.0,9.0,56.0,CO,SEDANG,Jakarta Barat,2
8958,2020-12-05,5,25.0,30.0,5.0,48.0,2.0,48.0,CO,BAIK,Jakarta Barat,3
8959,2020-12-06,5,25.0,29.0,9.0,26.0,4.0,29.0,PM25,BAIK,Jakarta Barat,3
8960,2020-12-07,5,17.0,31.0,5.0,26.0,4.0,31.0,PM25,BAIK,Jakarta Barat,3
8961,2020-12-08,5,35.0,38.0,11.0,25.0,4.0,38.0,PM25,BAIK,Jakarta Barat,3
8962,2020-12-09,5,27.0,31.0,4.0,25.0,3.0,31.0,PM25,BAIK,Jakarta Barat,3
8963,2020-12-10,5,30.0,41.0,5.0,33.0,2.0,41.0,PM25,BAIK,Jakarta Barat,3
8964,2020-12-11,5,34.0,37.0,10.0,32.0,7.0,37.0,PM25,BAIK,Jakarta Barat,3
8965,2020-12-12,5,22.0,26.0,7.0,34.0,10.0,34.0,CO,BAIK,Jakarta Barat,3
8966,2020-12-13,5,25.0,31.0,5.0,33.0,3.0,33.0,CO,BAIK,Jakarta Barat,3
8967,2020-12-14,5,20.0,26.0,7.0,40.0,10.0,40.0,CO,BAIK,Jakarta Barat,3
8968,2020-12-15,5,22.0,26.0,5.0,31.0,3.0,31.0,CO,BAIK,Jakarta Barat,3
8969,2020-12-16,5,15.0,26.0,4.0,28.0,10.0,28.0,CO,BAIK,Jakarta Barat,3
8970,2020-12-17,5,20.0,34.0,4.0,39.0,3.0,39.0,CO,BAIK,Jakarta Barat,3
8971,2020-12-18,5,16.0,30.0,4.0,38.0,3.0,38.0,CO,BAIK,Jakarta Barat,3
8972,2020-12-19,5,21.0,28.0,5.0,29.0,3.0,29.0,CO,BAIK,Jakarta Barat,3
8973,2020-12-20,5,28.0,33.0,6.0,20.0,3.0,33.0,PM25,BAIK,Jakarta Barat,3
8974,2020-12-21,5,12.0,26.0,4.0,18.0,10.0,26.0,PM25,BAIK,Jakarta Barat,3
8975,2020-12-22,5,19.0,29.0,5.0,39.0,2.0,39.0,CO,BAIK,Jakarta Barat,3
8976,2020-12-23,5,32.0,30.0,9.0,34.0,3.0,34.0,CO,BAIK,Jakarta Barat,3
8977,2020-12-24,5,29.0,31.0,9.0,28.0,2.0,31.0,PM25,BAIK,Jakarta Barat,3
8978,2020-12-25,5,24.0,27.0,7.0,18.0,3.0,27.0,PM25,BAIK,Jakarta Barat,3
8979,2020-12-26,5,17.0,33.0,4.0,26.0,10.0,33.0,PM25,BAIK,Jakarta Barat,3
8980,2020-12-27,5,18.0,32.0,4.0,41.0,10.0,41.0,CO,BAIK,Jakarta Barat,3
8981,2020-12-28,5,22.0,33.0,5.0,35.0,3.0,35.0,CO,BAIK,Jakarta Barat,3
8982,2020-12-29,5,15.0,28.0,4.0,27.0,10.0,28.0,PM25,BAIK,Jakarta Barat,3
8983,2020-12-30,5,16.0,7.0,3.0,21.0,2.0,21.0,CO,BAIK,Jakarta Barat,3
8984,2020-12-31,5,18.0,13.0,6.0,24.0,3.0,24.0,CO,BAIK,Jakarta Barat,3
8985,2021-12-03,1,49.0,31.0,9.0,19.0,7.0,49.0,PM25,BAIK,Jakarta_Pusat,3
8986,2018-04-01,1,25.0,17.0,22.0,1.0,25.0,1.0,PM10,BAIK,Jakarta_Pusat,3
8987,2018-04-02,1,39.0,18.0,24.0,2.0,39.0,1.0,PM10,BAIK,Jakarta_Pusat,3
8988,2018-04-03,1,45.0,27.0,23.0,2.0,45.0,1.0,PM10,BAIK,Jakarta_Pusat,3
8989,2018-04-04,1,18.0,20.0,29.0,3.0,29.0,4.0,O3,BAIK,Jakarta_Pusat,3
8990,2018-04-05,1,8.0,25.0,16.0,4.0,25.0,3.0,CO,BAIK,Jakarta_Pusat,3
8991,2018-04-06,1,8.0,21.0,7.0,4.0,22.0,2.0,SO2,BAIK,Jakarta_Pusat,3
8992,2018-04-07,1,8.0,21.0,6.0,4.0,23.0,2.0,SO2,BAIK,Jakarta_Pusat,3
8993,2018-04-08,1,6.0,16.0,4.0,1.0,22.0,2.0,SO2,BAIK,Jakarta_Pusat,3
8994,2018-04-09,1,11.0,20.0,10.0,3.0,22.0,2.0,SO2,BAIK,Jakarta_Pusat,3
8995,2018-04-10,1,10.0,19.0,5.0,2.0,22.0,2.0,SO2,BAIK,Jakarta_Pusat,3
8996,2018-04-11,1,50.0,20.0,25.0,2.0,50.0,1.0,PM10,BAIK,Jakarta_Pusat,3
8997,2018-04-12,1,33.0,16.0,19.0,2.0,33.0,1.0,PM10,BAIK,Jakarta_Pusat,3
8998,2018-04-13,1,33.0,16.0,29.0,2.0,33.0,1.0,PM10,BAIK,Jakarta_Pusat,3
8999,2018-04-14,1,27.0,21.0,15.0,3.0,27.0,1.0,PM10,BAIK,Jakarta_Pusat,3
9000,2018-04-15,1,53.0,23.0,44.0,2.0,53.0,1.0,PM10,SEDANG,Jakarta_Pusat,2
9001,2018-04-16,1,56.0,25.0,22.0,7.0,56.0,1.0,PM10,SEDANG,Jakarta_Pusat,2
9002,2018-04-17,1,46.0,20.0,30.0,5.0,46.0,1.0,PM10,BAIK,Jakarta_Pusat,3
9003,2018-04-18,1,63.0,25.0,41.0,6.0,63.0,1.0,PM10,SEDANG,Jakarta_Pusat,2
9004,2018-04-19,1,72.0,29.0,21.0,5.0,72.0,1.0,PM10,SEDANG,Jakarta_Pusat,2
9005,2018-04-20,1,59.0,30.0,15.0,3.0,59.0,1.0,PM10,SEDANG,Jakarta_Pusat,2
9006,2018-04-21,1,64.0,34.0,24.0,6.0,64.0,1.0,PM10,SEDANG,Jakarta_Pusat,2
9007,2018-04-22,1,58.0,25.0,29.0,4.0,58.0,1.0,PM10,SEDANG,Jakarta_Pusat,2
9008,2018-04-23,1,49.0,27.0,16.0,2.0,49.0,1.0,PM10,BAIK,Jakarta_Pusat,3
9009,2018-04-24,1,61.0,33.0,16.0,3.0,61.0,1.0,PM10,SEDANG,Jakarta_Pusat,2
9010,2018-04-25,1,69.0,35.0,16.0,2.0,69.0,1.0,PM10,SEDANG,Jakarta_Pusat,2
9011,2018-04-26,1,71.0,32.0,16.0,3.0,71.0,1.0,PM10,SEDANG,Jakarta_Pusat,2
9012,2018-04-27,1,50.0,22.0,16.0,2.0,50.0,1.0,PM10,BAIK,Jakarta_Pusat,3
9013,2018-04-28,1,53.0,23.0,16.0,3.0,53.0,1.0,PM10,SEDANG,Jakarta_Pusat,2
9014,2018-04-29,1,51.0,26.0,16.0,5.0,51.0,1.0,PM10,SEDANG,Jakarta_Pusat,2
9015,2018-04-30,1,54.0,22.0,16.0,4.0,54.0,1.0,PM10,SEDANG,Jakarta_Pusat,2
9016,2018-04-01,2,30.0,7.0,49.0,13.0,49.0,4.0,O3,BAIK,Jakarta_Utara,3
9017,2018-04-02,2,34.0,8.0,55.0,19.0,55.0,4.0,O3,SEDANG,Jakarta_Utara,2
9018,2018-04-03,2,36.0,12.0,53.0,26.0,53.0,4.0,O3,SEDANG,Jakarta_Utara,2
9019,2018-04-04,2,45.0,9.0,82.0,28.0,82.0,4.0,O3,SEDANG,Jakarta_Utara,2
9020,2018-04-05,2,69.0,19.0,148.0,18.0,148.0,4.0,O3,TIDAK SEHAT,Jakarta_Utara,1
9021,2018-04-06,2,50.0,13.0,113.0,12.0,113.0,4.0,O3,TIDAK SEHAT,Jakarta_Utara,1
9022,2018-04-07,2,58.0,12.0,51.0,12.0,58.0,1.0,PM10,SEDANG,Jakarta_Utara,2
9023,2018-04-08,2,41.0,7.0,47.0,12.0,47.0,4.0,O3,BAIK,Jakarta_Utara,3
9024,2018-04-09,2,53.0,16.0,57.0,11.0,57.0,4.0,O3,SEDANG,Jakarta_Utara,2
9025,2018-04-10,2,52.0,16.0,54.0,15.0,54.0,4.0,O3,SEDANG,Jakarta_Utara,2
9026,2018-04-11,2,66.0,14.0,66.0,13.0,66.0,1.0,PM10,SEDANG,Jakarta_Utara,2
9027,2018-04-12,2,69.0,10.0,16.0,14.0,69.0,1.0,PM10,SEDANG,Jakarta_Utara,2
9028,2018-04-13,2,54.0,7.0,44.0,11.0,54.0,1.0,PM10,SEDANG,Jakarta_Utara,2
9029,2018-04-14,2,51.0,14.0,56.0,12.0,56.0,4.0,O3,SEDANG,Jakarta_Utara,2
9030,2018-04-15,2,52.0,19.0,16.0,13.0,52.0,1.0,PM10,SEDANG,Jakarta_Utara,2
9031,2018-04-16,2,62.0,17.0,16.0,18.0,62.0,1.0,PM10,SEDANG,Jakarta_Utara,2
9032,2018-04-17,2,57.0,10.0,68.0,14.0,68.0,4.0,O3,SEDANG,Jakarta_Utara,2
9033,2018-04-18,2,76.0,26.0,16.0,23.0,76.0,1.0,PM10,SEDANG,Jakarta_Utara,2
9034,2018-04-19,2,75.0,32.0,77.0,22.0,77.0,4.0,O3,SEDANG,Jakarta_Utara,2
9035,2018-04-20,2,68.0,23.0,40.0,18.0,68.0,1.0,PM10,SEDANG,Jakarta_Utara,2
9036,2018-04-21,2,71.0,43.0,68.0,25.0,71.0,1.0,PM10,SEDANG,Jakarta_Utara,2
9037,2018-04-22,2,64.0,25.0,47.0,18.0,64.0,1.0,PM10,SEDANG,Jakarta_Utara,2
9038,2018-04-23,2,36.0,16.0,60.0,16.0,60.0,4.0,O3,SEDANG,Jakarta_Utara,2
9039,2018-04-24,2,55.0,25.0,72.0,34.0,72.0,4.0,O3,SEDANG,Jakarta_Utara,2
9040,2018-04-25,2,56.0,31.0,19.0,18.0,56.0,1.0,PM10,SEDANG,Jakarta_Utara,2
9041,2018-04-26,2,60.0,24.0,31.0,25.0,60.0,1.0,PM10,SEDANG,Jakarta_Utara,2
9042,2018-04-27,2,62.0,12.0,35.0,16.0,62.0,1.0,PM10,SEDANG,Jakarta_Utara,2
9043,2018-04-28,2,57.0,14.0,72.0,16.0,72.0,4.0,O3,SEDANG,Jakarta_Utara,2
9044,2018-04-29,2,51.0,20.0,72.0,18.0,72.0,4.0,O3,SEDANG,Jakarta_Utara,2
9045,2018-04-30,2,72.0,15.0,76.0,19.0,76.0,4.0,O3,SEDANG,Jakarta_Utara,2
9046,2018-04-01,3,45.0,9.0,32.0,3.0,45.0,1.0,PM10,BAIK,Jakarta_Selatan,3
9047,2018-04-02,3,46.0,13.0,37.0,3.0,46.0,1.0,PM10,BAIK,Jakarta_Selatan,3
9048,2018-04-03,3,50.0,21.0,38.0,4.0,50.0,1.0,PM10,BAIK,Jakarta_Selatan,3
9049,2018-04-04,3,38.0,12.0,51.0,7.0,51.0,4.0,O3,SEDANG,Jakarta_Selatan,2
9050,2018-04-05,3,69.0,29.0,156.0,10.0,156.0,4.0,O3,TIDAK SEHAT,Jakarta_Selatan,1
9051,2018-04-06,3,56.0,12.0,131.0,7.0,131.0,4.0,O3,TIDAK SEHAT,Jakarta_Selatan,1
9052,2018-04-07,3,53.0,29.0,74.0,9.0,74.0,4.0,O3,SEDANG,Jakarta_Selatan,2
9053,2018-04-08,3,42.0,9.0,51.0,5.0,51.0,4.0,O3,SEDANG,Jakarta_Selatan,2
9054,2018-04-09,3,33.0,13.0,85.0,7.0,85.0,4.0,O3,SEDANG,Jakarta_Selatan,2
9055,2018-04-10,3,42.0,12.0,66.0,8.0,66.0,4.0,O3,SEDANG,Jakarta_Selatan,2
9056,2018-04-11,3,54.0,15.0,92.0,8.0,92.0,4.0,O3,SEDANG,Jakarta_Selatan,2
